,Trial,BPM,GestureSize,TimeDiffRegionOneToPlane,TimeDiffRegionTwoToPlane,TimeEndRegionOne,TimeEndRegionTwo,TimeStartRegionOne,TimeStartRegionTwo,TimeDifferenceBetweenCollisions
83,5.0,120.0,S,0.22999999999999998,0.08999999999999997,0.2,0.34,0.02,0.28,142.85714285714286
84,6.0,120.0,S,0.15000000000000002,0.050000000000000044,0.38,0.48,0.12,0.4,120.0
85,7.0,120.0,S,0.21000000000000008,0.07000000000000006,0.36,0.5,0.16,0.4,124.99999999999999
86,8.0,120.0,S,0.21000000000000008,0.11000000000000004,0.36,0.46,0.1,0.38,111.1111111111111
87,9.0,120.0,S,0.15000000000000002,0.07,0.3,0.38,0.04,0.32,136.36363636363637
88,10.0,120.0,S,0.27,0.09000000000000002,0.28,0.46,0.08,0.34,111.1111111111111
89,11.0,120.0,S,0.21000000000000002,0.09000000000000002,0.34,0.46,0.08,0.36,115.38461538461539
90,12.0,120.0,S,0.20999999999999996,0.08999999999999997,0.38,0.5,0.14,0.4,115.38461538461539
91,13.0,120.0,S,0.19000000000000006,0.09000000000000008,0.38,0.48,0.14,0.4,124.99999999999999
92,14.0,120.0,S,0.19000000000000006,0.09000000000000002,0.36,0.46,0.1,0.38,115.38461538461539
93,15.0,120.0,S,0.15000000000000002,0.050000000000000044,0.4,0.5,0.16,0.42,130.43478260869566
94,16.0,120.0,S,0.23000000000000004,0.09000000000000008,0.34,0.48,0.16,0.36,124.99999999999999
95,17.0,120.0,S,0.23000000000000004,0.09000000000000008,0.34,0.48,0.1,0.38,107.14285714285714
96,18.0,120.0,S,0.22999999999999998,0.08999999999999997,0.38,0.52,0.12,0.4,103.44827586206897
97,19.0,120.0,S,0.21000000000000002,0.11000000000000004,0.32,0.42,0.08,0.34,120.0
98,20.0,120.0,S,0.23000000000000004,0.07000000000000006,0.34,0.5,0.1,0.36,111.1111111111111
99,21.0,120.0,S,0.22000000000000003,0.09999999999999998,0.42,0.54,0.16,0.44,113.20754716981132
100,22.0,120.0,S,0.21000000000000008,0.09000000000000008,0.36,0.48,0.12,0.38,111.1111111111111
101,23.0,120.0,S,0.24999999999999994,0.10999999999999999,0.34,0.48,0.08,0.36,107.14285714285715
102,24.0,120.0,S,0.25,0.10999999999999999,0.36,0.5,0.12,0.4,107.14285714285715
103,25.0,120.0,S,0.29,0.10999999999999999,0.3,0.48,0.1,0.34,107.14285714285715
104,26.0,120.0,S,0.19000000000000006,0.09000000000000002,0.36,0.46,0.1,0.38,120.0
105,27.0,120.0,S,0.22999999999999998,0.10999999999999999,0.28,0.4,0.08,0.32,120.0
106,28.0,120.0,S,0.30000000000000004,0.12000000000000005,0.26,0.44,0.02,0.3,109.09090909090908
107,29.0,120.0,S,0.22999999999999998,0.10999999999999999,0.28,0.4,0.02,0.3,120.0
108,30.0,120.0,S,0.23000000000000004,0.09000000000000002,0.3,0.44,0.06,0.34,120.0
109,31.0,120.0,S,0.20999999999999996,0.07,0.28,0.42,0.1,0.32,125.0
110,32.0,120.0,S,0.22999999999999998,0.09000000000000002,0.28,0.42,0.1,0.32,120.0
111,33.0,120.0,S,0.18999999999999995,0.08999999999999997,0.28,0.38,0.04,0.3,130.43478260869566
112,34.0,120.0,S,0.21000000000000002,0.11000000000000004,0.32,0.42,0.08,0.36,115.38461538461539
113,36.0,120.0,S,0.21000000000000008,0.09000000000000008,0.36,0.48,0.12,0.38,120.0
114,37.0,120.0,S,0.23,0.09000000000000002,0.22,0.36,0.06,0.28,136.36363636363637
115,38.0,120.0,S,0.19000000000000006,0.09000000000000008,0.38,0.48,0.1,0.4,111.1111111111111
116,39.0,120.0,S,0.17000000000000004,0.07000000000000006,0.38,0.48,0.1,0.4,115.38461538461539
117,40.0,120.0,S,0.19,0.08999999999999997,0.42,0.52,0.16,0.44,115.38461538461539
118,1.0,80.0,M,0.39,0.15000000000000002,0.5,0.74,0.22,0.56,83.33333333333334
119,2.0,80.0,M,0.32999999999999996,0.13,0.5,0.7,0.2,0.52,88.23529411764707
120,3.0,80.0,M,0.31000000000000005,0.13,0.5,0.68,0.16,0.52,83.33333333333333
121,4.0,80.0,M,0.35,0.10999999999999999,0.48,0.72,0.22,0.52,85.71428571428572
122,5.0,80.0,M,0.37000000000000005,0.13,0.44,0.68,0.18,0.46,85.71428571428571
123,6.0,80.0,M,0.35000000000000003,0.10999999999999999,0.44,0.68,0.16,0.46,85.71428571428571
124,7.0,80.0,M,0.31000000000000005,0.1100000000000001,0.5,0.7,0.16,0.52,81.08108108108108
125,8.0,80.0,M,0.4099999999999999,0.16999999999999993,0.54,0.78,0.26,0.6,78.94736842105263
126,9.0,80.0,M,0.33000000000000007,0.15000000000000002,0.48,0.66,0.14,0.5,85.71428571428571
127,10.0,80.0,M,0.27,0.13,0.54,0.68,0.18,0.56,88.23529411764706
128,11.0,80.0,M,0.30999999999999994,0.16999999999999993,0.54,0.68,0.2,0.56,81.08108108108108
129,12.0,80.0,M,0.31000000000000005,0.13,0.5,0.68,0.14,0.52,81.08108108108108
130,13.0,80.0,M,0.30999999999999994,0.15000000000000002,0.56,0.72,0.2,0.58,81.08108108108108
131,14.0,80.0,M,0.41000000000000003,0.17000000000000004,0.48,0.72,0.18,0.52,78.94736842105263
132,15.0,80.0,M,0.27,0.13,0.62,0.76,0.26,0.64,85.71428571428572
133,16.0,80.0,M,0.37,0.15000000000000002,0.56,0.78,0.22,0.58,76.92307692307692
134,17.0,80.0,M,0.36999999999999994,0.10999999999999999,0.46,0.72,0.18,0.48,85.71428571428572
135,18.0,80.0,M,0.31000000000000005,0.10999999999999999,0.58,0.78,0.24,0.6,81.08108108108108
136,19.0,80.0,M,0.35,0.13,0.52,0.74,0.24,0.56,81.08108108108108
137,20.0,80.0,M,0.31000000000000005,0.13,0.58,0.76,0.22,0.6,81.08108108108108
138,21.0,80.0,M,0.27,0.13,0.4,0.54,0.12,0.42,93.75
139,22.0,80.0,M,0.25,0.10999999999999999,0.5,0.64,0.2,0.52,90.9090909090909
140,23.0,80.0,M,0.24999999999999994,0.10999999999999999,0.46,0.6,0.14,0.5,100.0
141,24.0,80.0,M,0.26999999999999996,0.13,0.46,0.6,0.1,0.48,85.71428571428572
142,25.0,80.0,M,0.24999999999999994,0.10999999999999999,0.46,0.6,0.16,0.48,96.7741935483871
143,26.0,80.0,M,0.32999999999999996,0.10999999999999999,0.36,0.58,0.1,0.38,90.90909090909092
144,27.0,80.0,M,0.30999999999999994,0.10999999999999999,0.4,0.6,0.16,0.42,96.7741935483871
145,28.0,80.0,M,0.27,0.10999999999999999,0.48,0.64,0.18,0.5,88.23529411764707
146,29.0,80.0,M,0.24999999999999994,0.10999999999999999,0.46,0.6,0.18,0.48,100.0
147,30.0,80.0,M,0.22999999999999998,0.10999999999999999,0.48,0.6,0.14,0.5,93.75000000000001
148,31.0,80.0,M,0.22999999999999998,0.10999999999999999,0.38,0.5,0.12,0.4,107.14285714285715
149,32.0,80.0,M,0.27,0.10999999999999999,0.38,0.54,0.1,0.42,96.7741935483871
150,33.0,80.0,M,0.30999999999999994,0.10999999999999999,0.38,0.58,0.14,0.4,96.77419354838712
151,34.0,80.0,M,0.26999999999999996,0.08999999999999997,0.46,0.64,0.2,0.5,100.0
152,35.0,80.0,M,0.25,0.10999999999999999,0.52,0.66,0.22,0.56,96.7741935483871
153,36.0,80.0,M,0.24999999999999994,0.10999999999999999,0.44,0.58,0.18,0.48,100.0
154,37.0,80.0,M,0.26999999999999996,0.13,0.44,0.58,0.16,0.48,100.0
155,38.0,80.0,M,0.24999999999999994,0.08999999999999997,0.46,0.62,0.16,0.5,93.75000000000001
156,39.0,80.0,M,0.25,0.13,0.48,0.6,0.14,0.5,90.90909090909092
157,40.0,80.0,M,0.27,0.13,0.5,0.64,0.2,0.52,88.23529411764706
158,1.0,100.0,M,0.29,0.10999999999999999,0.42,0.6,0.14,0.46,93.75000000000001
159,2.0,100.0,M,0.30999999999999994,0.10999999999999999,0.38,0.58,0.12,0.44,93.75000000000001
160,3.0,100.0,M,0.25,0.10999999999999999,0.4,0.54,0.12,0.42,100.0
161,4.0,100.0,M,0.33,0.10999999999999999,0.44,0.66,0.24,0.46,100.0
162,5.0,100.0,M,0.27,0.10999999999999999,0.38,0.54,0.12,0.4,100.0
163,6.0,100.0,M,0.29,0.08999999999999997,0.46,0.66,0.22,0.52,100.0
164,7.0,100.0,M,0.29,0.10999999999999999,0.46,0.64,0.2,0.48,96.7741935483871
165,8.0,100.0,M,0.27,0.07000000000000006,0.28,0.48,0.04,0.32,111.1111111111111
166,9.0,100.0,M,0.25,0.10999999999999999,0.52,0.66,0.24,0.54,93.75
167,10.0,100.0,M,0.29,0.10999999999999999,0.34,0.52,0.1,0.38,100.0
168,11.0,100.0,M,0.25,0.10999999999999999,0.54,0.68,0.2,0.56,90.9090909090909
169,12.0,100.0,M,0.25,0.10999999999999999,0.36,0.5,0.08,0.38,100.0
170,13.0,100.0,M,0.24999999999999994,0.13,0.46,0.58,0.18,0.48,100.0
171,14.0,100.0,M,0.26999999999999996,0.10999999999999999,0.42,0.58,0.12,0.46,96.77419354838712
172,15.0,100.0,M,0.22999999999999993,0.08999999999999997,0.46,0.6,0.18,0.5,103.44827586206897
173,16.0,100.0,M,0.27,0.13,0.36,0.5,0.1,0.38,100.0
174,17.0,100.0,M,0.24999999999999994,0.10999999999999999,0.44,0.58,0.18,0.46,103.44827586206897
175,18.0,100.0,M,0.25,0.13,0.4,0.52,0.1,0.42,100.0
176,19.0,100.0,M,0.26999999999999996,0.10999999999999999,0.44,0.6,0.14,0.46,93.75000000000001
177,20.0,100.0,M,0.25,0.08999999999999997,0.38,0.54,0.18,0.44,107.14285714285714
178,21.0,100.0,M,0.30999999999999994,0.10999999999999999,0.4,0.6,0.16,0.46,103.44827586206897
179,22.0,100.0,M,0.27,0.10999999999999999,0.5,0.66,0.22,0.52,93.75
180,23.0,100.0,M,0.31,0.10999999999999999,0.46,0.66,0.2,0.5,96.7741935483871
181,24.0,100.0,M,0.22999999999999993,0.10999999999999999,0.46,0.58,0.18,0.48,100.0
182,25.0,100.0,M,0.31,0.10999999999999999,0.42,0.62,0.14,0.46,90.90909090909092
183,26.0,100.0,M,0.22999999999999993,0.08999999999999997,0.46,0.6,0.1,0.48,93.75000000000001
184,27.0,100.0,M,0.27,0.10999999999999999,0.5,0.66,0.18,0.54,90.9090909090909
185,28.0,100.0,M,0.27,0.13,0.48,0.62,0.18,0.5,93.75
186,29.0,100.0,M,0.33,0.13,0.46,0.66,0.18,0.5,88.23529411764706
187,30.0,100.0,M,0.31,0.10999999999999999,0.44,0.64,0.16,0.46,90.9090909090909
188,31.0,100.0,M,0.26999999999999996,0.08999999999999997,0.46,0.64,0.18,0.5,93.75
189,32.0,100.0,M,0.26999999999999996,0.08999999999999997,0.46,0.64,0.22,0.5,100.0
190,33.0,100.0,M,0.27,0.10999999999999999,0.48,0.64,0.2,0.5,96.7741935483871
191,34.0,100.0,M,0.22999999999999998,0.10999999999999999,0.5,0.62,0.16,0.52,90.90909090909092
192,35.0,100.0,M,0.26999999999999996,0.10999999999999999,0.46,0.62,0.16,0.48,93.75
193,36.0,100.0,M,0.27,0.10999999999999999,0.5,0.66,0.2,0.54,93.75
194,37.0,100.0,M,0.30999999999999994,0.10999999999999999,0.38,0.58,0.14,0.4,93.75000000000001
195,38.0,100.0,M,0.30999999999999994,0.10999999999999999,0.4,0.6,0.14,0.46,93.75000000000001
196,39.0,100.0,M,0.26999999999999996,0.10999999999999999,0.42,0.58,0.12,0.44,90.90909090909092
197,40.0,100.0,M,0.27,0.08999999999999997,0.38,0.56,0.12,0.42,100.0
198,1.0,120.0,M,0.29000000000000004,0.09000000000000002,0.26,0.46,0.06,0.28,111.1111111111111
199,2.0,120.0,M,0.20999999999999996,0.08999999999999997,0.26,0.38,0.06,0.28,130.43478260869566
200,3.0,120.0,M,0.22999999999999998,0.08999999999999997,0.36,0.5,0.12,0.38,111.11111111111113
201,4.0,120.0,M,0.22999999999999998,0.10999999999999999,0.38,0.5,0.12,0.4,107.14285714285715
202,5.0,120.0,M,0.20999999999999996,0.08999999999999997,0.26,0.38,0.02,0.28,130.43478260869566
203,6.0,120.0,M,0.17000000000000004,0.09000000000000002,0.38,0.46,0.12,0.4,115.38461538461539
204,7.0,120.0,M,0.20999999999999996,0.06999999999999995,0.4,0.54,0.16,0.42,115.38461538461539
205,8.0,120.0,M,0.21000000000000008,0.09000000000000008,0.36,0.48,0.1,0.38,115.38461538461539
206,9.0,120.0,M,0.22999999999999998,0.10999999999999999,0.4,0.52,0.14,0.42,115.38461538461539
207,10.0,120.0,M,0.17000000000000004,0.07000000000000006,0.4,0.5,0.12,0.42,115.38461538461539
208,11.0,120.0,M,0.25,0.11000000000000004,0.28,0.42,0.02,0.3,115.38461538461539
209,12.0,120.0,M,0.25000000000000006,0.07000000000000006,0.3,0.48,0.1,0.34,111.1111111111111
210,13.0,120.0,M,0.21000000000000002,0.09000000000000002,0.34,0.46,0.06,0.36,111.1111111111111
211,14.0,120.0,M,0.22999999999999998,0.08999999999999997,0.36,0.5,0.12,0.4,107.14285714285715
212,15.0,120.0,M,0.27,0.07,0.26,0.46,0.06,0.28,115.38461538461539
213,16.0,120.0,M,0.23000000000000004,0.09000000000000008,0.34,0.48,0.1,0.38,111.1111111111111
214,17.0,120.0,M,0.25,0.09000000000000002,0.28,0.44,0.08,0.3,120.0
215,18.0,120.0,M,0.21000000000000002,0.07,0.32,0.46,0.08,0.34,115.38461538461539
216,19.0,120.0,M,0.25,0.07,0.28,0.46,0.08,0.3,120.0
217,20.0,120.0,M,0.18999999999999995,0.08999999999999997,0.4,0.5,0.12,0.42,115.38461538461539
218,21.0,120.0,M,0.22999999999999993,0.10999999999999999,0.46,0.58,0.2,0.48,103.44827586206897
219,22.0,120.0,M,0.27,0.10999999999999999,0.38,0.54,0.16,0.44,103.44827586206895
220,23.0,120.0,M,0.25000000000000006,0.10999999999999999,0.42,0.56,0.2,0.46,107.14285714285714
221,24.0,120.0,M,0.22999999999999998,0.10999999999999999,0.4,0.52,0.14,0.42,107.14285714285714
222,25.0,120.0,M,0.22999999999999998,0.08999999999999997,0.4,0.54,0.16,0.42,120.0
223,26.0,120.0,M,0.18999999999999995,0.08999999999999997,0.4,0.5,0.14,0.42,107.14285714285715
224,27.0,120.0,M,0.18999999999999995,0.06999999999999995,0.4,0.52,0.16,0.42,115.38461538461539
225,28.0,120.0,M,0.18999999999999995,0.08999999999999997,0.4,0.5,0.14,0.42,125.0
226,29.0,120.0,M,0.17000000000000004,0.07000000000000006,0.38,0.48,0.1,0.4,120.0
227,30.0,120.0,M,0.19000000000000006,0.07000000000000006,0.38,0.5,0.14,0.4,120.0
228,31.0,120.0,M,0.20999999999999996,0.10999999999999999,0.38,0.48,0.14,0.4,120.0
229,32.0,120.0,M,0.17000000000000004,0.07000000000000006,0.38,0.48,0.12,0.4,115.38461538461539
230,33.0,120.0,M,0.19000000000000006,0.09000000000000002,0.36,0.46,0.12,0.38,115.38461538461539
231,34.0,120.0,M,0.19,0.07,0.34,0.46,0.1,0.36,115.38461538461539
232,35.0,120.0,M,0.20999999999999996,0.10999999999999999,0.38,0.48,0.14,0.4,115.38461538461539
233,36.0,120.0,M,0.20999999999999996,0.10999999999999999,0.38,0.48,0.14,0.4,111.11111111111113
234,37.0,120.0,M,0.25000000000000006,0.11000000000000004,0.3,0.44,0.1,0.34,115.38461538461539
235,38.0,120.0,M,0.19000000000000006,0.07000000000000006,0.36,0.48,0.12,0.38,115.38461538461539
236,39.0,120.0,M,0.19000000000000006,0.11000000000000004,0.36,0.44,0.1,0.4,115.38461538461539
237,40.0,120.0,M,0.17000000000000004,0.07000000000000006,0.4,0.5,0.12,0.42,111.1111111111111
238,1.0,80.0,L,0.31000000000000005,0.1100000000000001,0.5,0.7,0.2,0.54,90.9090909090909
239,2.0,80.0,L,0.37,0.13,0.58,0.82,0.28,0.64,81.08108108108108
240,3.0,80.0,L,0.41000000000000003,0.13,0.58,0.86,0.28,0.6,75.0
241,4.0,80.0,L,0.30999999999999994,0.10999999999999999,0.64,0.84,0.26,0.66,78.94736842105263
242,5.0,80.0,L,0.37,0.13,0.66,0.9,0.3,0.68,75.0
243,6.0,80.0,L,0.41000000000000003,0.17000000000000004,0.64,0.88,0.28,0.68,73.17073170731707
244,7.0,80.0,L,0.35,0.13,0.66,0.88,0.3,0.68,75.0
245,8.0,80.0,L,0.43000000000000005,0.13,0.58,0.88,0.28,0.6,73.17073170731707
246,9.0,80.0,L,0.31000000000000005,0.1100000000000001,0.76,0.96,0.4,0.78,78.94736842105263
247,10.0,80.0,L,0.35,0.10999999999999999,0.62,0.86,0.28,0.66,76.92307692307692
248,11.0,80.0,L,0.4099999999999999,0.10999999999999999,0.56,0.86,0.26,0.58,78.94736842105263
249,12.0,80.0,L,0.31000000000000005,0.1100000000000001,0.74,0.94,0.36,0.76,76.92307692307692
250,13.0,80.0,L,0.39,0.13,0.58,0.84,0.28,0.64,78.94736842105263
251,14.0,80.0,L,0.37,0.13,0.52,0.76,0.18,0.56,76.92307692307692
252,15.0,80.0,L,0.35,0.13,0.6,0.82,0.3,0.64,78.94736842105263
253,16.0,80.0,L,0.3500000000000001,0.1100000000000001,0.58,0.82,0.28,0.62,85.71428571428571
254,17.0,80.0,L,0.31000000000000005,0.10999999999999999,0.7,0.9,0.32,0.72,78.94736842105263
255,18.0,80.0,L,0.37,0.13,0.54,0.78,0.2,0.6,76.92307692307692
256,19.0,80.0,L,0.31000000000000005,0.1100000000000001,0.62,0.82,0.26,0.66,76.92307692307692
257,20.0,80.0,L,0.35,0.10999999999999999,0.56,0.8,0.26,0.62,81.08108108108108
258,21.0,80.0,L,0.25,0.10999999999999999,0.52,0.66,0.2,0.56,93.75
259,22.0,80.0,L,0.25,0.10999999999999999,0.6,0.74,0.3,0.62,96.7741935483871
260,23.0,80.0,L,0.32999999999999996,0.10999999999999999,0.5,0.72,0.2,0.54,85.71428571428572
261,24.0,80.0,L,0.25,0.1100000000000001,0.56,0.7,0.2,0.58,88.23529411764706
262,25.0,80.0,L,0.35,0.13,0.4,0.62,0.16,0.42,90.9090909090909
263,26.0,80.0,L,0.31,0.13,0.46,0.64,0.18,0.48,90.9090909090909
264,27.0,80.0,L,0.26999999999999996,0.13,0.46,0.6,0.16,0.48,93.75
265,28.0,80.0,L,0.25,0.10999999999999999,0.5,0.64,0.16,0.52,96.7741935483871
266,29.0,80.0,L,0.30999999999999994,0.08999999999999997,0.38,0.6,0.14,0.4,93.75000000000001
267,30.0,80.0,L,0.25,0.10999999999999999,0.5,0.64,0.16,0.54,93.75
268,31.0,80.0,L,0.25,0.08999999999999997,0.48,0.64,0.18,0.5,90.90909090909092
269,32.0,80.0,L,0.25,0.08999999999999997,0.4,0.56,0.14,0.44,100.0
270,33.0,80.0,L,0.30999999999999994,0.10999999999999999,0.4,0.6,0.12,0.44,90.90909090909092
271,34.0,80.0,L,0.30999999999999994,0.08999999999999997,0.38,0.6,0.14,0.4,96.77419354838712
272,35.0,80.0,L,0.25,0.10999999999999999,0.4,0.54,0.12,0.42,100.0
273,36.0,80.0,L,0.25,0.10999999999999999,0.5,0.64,0.16,0.52,90.9090909090909
